gene_symbol GSM2310360	GSM2310361	GSM2310362	GSM2310363	GSM2310364	GSM2310365	GSM2310366	GSM2310367
RAD1	3276.3909	4175.678	3137.271	3485.4724	3012.946	3688.7202	3848.3203	3961.2769
RAD17	443.9444	722.4771	475.20792	598.813	441.07864	645.0257	481.12558	647.1881
RAD18	1580.6631	1812.3029	1587.0392	1555.4785	1501.4078	1756.5468	1961.3466	1635.9023
RAD21	17705.078	26932.242	20344.863	21794.096	18175.133	25319.297	21978.688	21876.977
RAD21-AS1	20.1196	27.822498	22.211819	19.541473	23.409437	20.908108	21.698002	18.50977
RAD21L1	19.5971	25.939224	20.838877	18.161774	21.94691	19.557867	20.247643	17.28146
RAD23A	72199.44	83231.77	68850.17	72177.39	66368.164	77954.32	77278.914	73808.3
RAD23B	1962.3658	2508.3723	2079.873	1946.1122	1770.7208	2279.2622	2493.8892	2354.6233
RAD50	5599.711	5451.741	6147.9707	4861.326	5518.0947	5108.941	6516.9575	4622.384
RAD51	11973.062	14459.507	12909.445	12251.343	11759.124	13892.671	16107.146	13620.427
RAD51-AS1	181.0118	418.27924	289.38715	420.68445	226.40074	331.79742	247.36362	520.2206
RAD51AP1	418.16754	576.2794	419.30823	501.28333	429.58093	517.7875	473.46738	525.9574
RAD51B	270.00803	234.24855	254.64279	218.42392	253.09802	226.67485	298.82516	195.50641
RAD51C	2735.318	2712.8704	2821.4631	2400.6953	2441.2568	2463.487	3348.8184	2631.4563
RAD51D	1934.8895	2710.7424	2093.1677	2344.9758	1925.7992	2439.821	2417.322	2594.087
RAD52	474.6582	534.5194	531.64185	519.7047	488.21783	472.00552	466.92603	454.18704
RAD54B	1719.4144	1582.6873	1867.925	1320.7117	1807.9164	1382.6149	2022.559	1360.7153
RAD54L	8126.4688	7124.0923	8082.2285	5990.9404	7764.1084	6566.4707	9563.202	6853.1284
RAD54L2	2103.585	2614.3003	2389.1511	2440.3115	2207.5837	2360.3318	2629.5278	2458.5837
RAD9A	2145.9092	4359.2544	3517.9458	3658.3901	3220.9163	3818.6492	128.45938	4315.0796
RADIL	947.1676	2371.3887	975.1243	1841.821	930.57434	2089.8882	1017.3865	1743.0265
RADX	2655.7905	4955.1616	2789.429	3988.2976	2525.6028	4566.481	3139.051	4332.526
RAE1	36966.9	42141.56	37183.67	34427.25	33214.918	38136.266	46317.613	37661.723
RAET1E	37.23965	80.02998	50.93785	78.79542	37.964314	80.99459	45.533314	86.500015
RAF1	3833.6296	4872.9277	4283.9585	4248.3604	3948.6833	4515.2637	4626.59	4640.6064
RAG1	37.10111	64.04857	32.993595	58.919	34.305138	37.17563	36.02619	41.53929
RAI1	3393.985	5059.891	3773.5315	4277.512	3239.596	4462.942	3699.6897	4063.5593
RAI14	657.3329	740.6598	814.43396	695.78845	744.3926	710.44916	876.6522	683.825
RAI2	89.54166	87.41287	87.25518	87.19628	34.64702	74.929344	82.04118	61.763283
RALA	1548.8779	1940.5178	1874.3408	1668.423	1747.5236	1798.3119	1973.0122	1631.466
RALB	10701.608	11998.812	12096.496	9025.878	9967.047	10538.935	12721.197	9678.042
RALBP1	19945.89	26492.52	21535.912	22175.69	20192.31	24065.47	23370.078	22542.137
RALGAPA1	2309.5332	3805.065	2609.6746	3330.9773	2178.3813	3552.9524	2756.1892	3411.6045
RALGAPB	3417.3757	4120.9233	3937.8423	3723.9634	3705.848	3862.6	4350.034	3586.6213
RALGDS	1440.1187	2417.7231	1685.3928	2024.8251	1431.4259	2176.0771	1590.956	1850.4049
RALGPS1	82.32773	264.08682	152.22731	207.78194	94.68037	224.1285	103.51599	226.19743
RALGPS2	101.32039	410.6761	95.39025	144.49939	104.40759	73.79165	95.48548	81.56627
RALGPS2-AS1	19.87077	26.84863	21.50499	18.856188	22.660946	20.208391	20.924658	17.85305
RALY	5000.0454	5774.589	5194.1104	5173.324	4983.2466	5417.9097	5822.2285	5447.6343
RALYL	19.51845	29.374804	23.058517	20.38214	24.016891	21.666693	22.92751	19.479832
RAMAC	4430.2505	5263.424	4574.484	4244.916	4170.2935	5011.8623	5959.9175	4790.583
RAMP1	206.6557	169.78145	204.57324	161.89926	181.16844	155.53151	228.24112	150.77827
RAMP2-AS1	19.948141	26.04757	20.554047	18.439812	22.058592	19.57804	20.69107	17.123856
RAN	259588.42	287831.84	277717.7	245843.56	263416.22	278061.94	328166.4	257112.16
RANBP1	43155.273	35784.13	44260.938	31074.506	40640.105	33288.926	48384.77	31542.871
RANBP10	2790.6572	3011.385	2885.085	2732.1304	2674.9988	2654.5303	3137.3518	2668.616
RANBP2	751.1512	1575.4307	800.55853	1350.2356	735.1328	1417.8021	962.02795	1350.8033
RANBP3	11228.807	13906.839	10829.969	11036.452	9699.113	12415.399	12512.298	11787.0625
RANBP6	70.17698	110.81181	66.51124	106.74733	56.28904	108.82673	95.60801	137.7917
RANBP9	2839.273	3709.2546	3169.0781	3212.7551	3093.148	3586.536	3662.3801	3415.7136
RANGAP1	139300.33	183250.73	143378.28	161177.22	141004.81	172606.03	169067.62	165493.86
RANGRF	12174.856	13120.117	9447.87	11306.881	8710.507	12350.014	10231.278	10588.983
RAP1A	9760.781	10891.337	10709.399	8695.147	9866.502	10098.705	12181.256	9061.957
RAP1B	68975.63	52594.797	67714.64	42016.555	64815.137	47832.258	81003.06	43302.35
RAP1BP1	6824.3906	5250.226	7123.57	4683.8267	6608.3	4790.969	8441.839	4863.171
RAP1GAP	44.245308	144.10062	39.46947	133.4967	27.628155	142.64828	49.21361	144.53255
RAP1GAP2	40.652927	189.83963	106.177574	197.01913	86.070206	198.64458	57.806313	223.76587
RAP1GDS1	1593.8119	1085.7932	1536.7489	912.92676	1423.8356	1034.4181	1756.5596	798.4377
RAP2A	579.2983	757.8769	650.9187	696.22784	606.60944	727.717	726.2935	709.0398
RAP2B	110.99127	198.38947	171.5918	134.49799	170.57211	178.06029	201.87161	160.82327
RAP2C	744.3355	1023.0656	1006.68536	809.068	916.03876	972.4787	1129.9409	929.49475
RAPGEF1	937.55273	855.6767	1075.9027	698.6173	1022.4477	783.78705	1155.9779	720.5293
RAPGEF2	2795.8032	5660.912	3011.6758	4571.8	2598.6865	5230.287	3229.4207	4615.535
RAPGEF3	1846.1031	1788.7347	1927.2076	1634.0531	1883.2257	1676.4825	2074.3123	1668.0172
RAPGEF6	573.76996	692.13416	619.972	557.22534	568.2459	661.14374	743.561	644.813
RAPGEFL1	30.108997	81.29758	43.662918	72.32639	36.38158	73.60752	40.136868	98.87762
RAPH1	3354.508	4502.8223	3998.2334	3558.2456	3443.59	4252.339	4930.3496	4182.2227
RAPSN	74.688835	68.84061	70.005295	74.08182	82.80932	85.6873	82.26296	83.51366
RARA	2418.583	4105.3223	2668.7183	3366.0117	2716.0786	3757.1213	3110.7698	3652.0186
RARG	1900.2374	2180.9343	1941.8728	1788.9641	1898.0518	1923.1099	1848.9327	1560.6189
RARRES2	19.691706	26.837168	21.193823	18.812202	22.628546	20.084465	21.22464	17.55454
RARS1	76374.74	84472.37	85335.78	71301.23	81663.39	77523.586	95959.53	69380.15
RARS2	25114.1	31981.3	27504.994	25923.93	24267.184	29030.104	31556.97	27624.89
RASA1	1884.0101	2421.9653	1873.0812	2041.5215	1654.4181	2194.2427	1821.7449	1976.18
RASA2	100.34578	101.905876	110.71352	96.86895	62.35947	111.52234	116.83186	102.05648
RASA3	10243.101	11847.008	10882.564	9800.86	10038.564	10886.255	13293.892	11182.681
RASA4	1433.9554	1704.613	1537.6755	1526.0477	1371.8694	1541.3453	1530.0487	1665.7848
RASAL1	99.87401	98.45374	75.47904	100.4062	62.46825	102.82248	103.84562	86.11189
RASAL2	1550.0814	1474.435	1603.2141	1346.2312	1448.3069	1356.7346	1779.118	1332.5786
RASAL3	27.988008	26.93635	21.521393	19.81442	22.801418	20.27008	24.17172	25.997366
RASD1	916.49786	3890.699	958.51953	3067.0093	998.27997	3512.5364	1124.109	3166.5005
RASD2	736.2343	743.8584	427.76538	709.5213	811.4488	794.446	851.6363	786.72034
RASEF	1762.7745	2294.0588	1692.649	2163.032	1546.8469	2140.384	2245.1707	2249.7004
RASGEF1A	791.5623	697.0563	813.9592	840.04016	696.19147	573.3074	762.4335	512.5496
RASGEF1B	20.650782	28.050686	22.376818	19.787502	23.950027	21.170454	22.015923	18.763771
RASGRF2	412.58652	648.2543	255.87971	219.34407	235.51395	265.26254	290.93387	272.356
RASGRP2	843.0486	751.56934	957.0893	632.2452	861.6781	683.8982	892.0941	612.84503
RASGRP4	258.1925	292.35953	281.7529	320.35068	300.8367	333.90726	308.70303	261.24725
RASIP1	156.98659	373.52628	158.87465	335.0951	164.03574	383.45245	188.73364	349.00052
RASL10A	1770.5721	2646.9553	2040.9359	2225.059	1803.7432	2451.892	1976.8137	1959.7616
RASL10B	72.26068	73.95649	61.640392	72.00563	70.29879	74.27757	58.5274	63.162094
RASL11A	690.2677	513.77045	689.3862	457.03918	883.68585	565.47076	795.6374	370.49908
RASSF1	6130.204	7701.7607	6728.976	6346.428	6655.66	6908.214	8692.986	7281.928
RASSF10	51.74787	47.355175	46.100533	53.678825	31.919275	42.441	36.58167	37.032135
RASSF2	149.11761	153.94183	122.27569	140.33638	133.42984	115.01383	127.8906	116.4937
RASSF3	262.22794	311.11053	241.14337	290.5174	233.00787	332.0111	814.5384	304.71243
RASSF4	456.5316	812.04974	446.7836	634.6424	390.42355	940.36566	430.36993	640.36774
RASSF5	88.43284	408.94693	95.27889	315.83853	77.696205	370.18057	90.71554	252.96179
RASSF6	273.0751	248.21011	206.21964	230.19597	192.36389	221.19034	185.91347	249.39626
RASSF7	1462.1909	1708.0149	1538.005	1524.4275	1411.8549	1485.8503	1558.5044	1606.7152
RASSF8	116.84549	143.53468	111.77601	131.72076	101.378174	143.25302	144.2501	145.63132
RAVER1	16379.084	18865.697	19734.83	23690.133	16503.035	18439.541	15332.116	19413.94
RAVER2	461.96164	535.1342	522.1406	629.79376	518.8517	473.55753	520.2199	373.67245
RAX	83.39403	33.61077	68.51304	39.85055	40.17334	26.323986	53.97634	18.448997
RAX2	55.61146	49.17046	50.953747	57.85098	54.400654	50.14973	47.380695	48.885696
RB1	5595.5703	9901.581	6387.5903	7994.4214	5971.5903	9706.213	7080.393	7961.482
RB1CC1	2436.3833	4361.0845	2819.5278	3674.3594	2342.0046	3834.7168	3048.1277	3918.624
RBAK	88.30885	117.43259	102.543205	111.02951	83.0499	114.279434	130.2015	109.841774
RBAK-RBAKDN	6894.263	6313.7812	6688.3677	6603.462	6341.534	6728.1753	5773.963	5208.878
RBBP4	23485.748	27248.904	24794.795	22316.994	23440.55	25603.805	30579.176	23762.262
RBBP5	140.24652	133.17583	152.4406	136.2907	120.72429	119.12759	169.80525	126.522705
RBBP6	461.83035	543.7083	503.06293	430.2607	427.35245	480.801	670.8932	608.456
RBBP7	17526.6	28480.57	19396.969	23456.936	18146.14	25706.797	21543.674	23484.008
RBBP8	9131.217	11293.055	9027.292	9012.547	8545.8	10651.26	11056.299	9595.77
RBBP8NL	79.68788	66.90204	60.639076	62.50842	74.43764	73.96079	70.58019	74.15571
RBBP9	1325.0638	2630.7432	1423.8318	2112.439	1281.3553	2370.5408	1645.8531	2259.1829
RBCK1	2616.7312	3296.8608	2688.3027	3068.4065	2557.8567	3217.3882	3180.5957	3305.3733
RBFA	10575.237	10998.0205	10638.088	8715.495	10048.477	9674.415	13253.406	9534.154
RBFOX2	1091.7128	1230.8734	1114.9613	964.8837	1083.5461	1163.2632	1339.7196	1069.82
RBIS	14766.102	16455.594	16013.668	14645.657	15629.985	15604.496	18451.562	13517.001
RBKS	4268.273	6735.5537	4270.285	5532.1597	3952.794	6374.5186	4956.0034	5568.111
RBL1	1491.1963	1198.1256	1102.2877	1072.5709	1040.5217	1128.2817	1271.5985	1048.9623
RBL2	816.96985	1283.9159	816.776	1064.0261	784.1057	1213.0048	972.9095	1126.307
RBM10	12874.514	15200.573	14475.688	8978.35	13109.566	14200.146	15730.277	13979.274
RBM12	1724.7078	2563.412	1744.7084	2143.9226	1529.3905	2501.9255	2634.3489	2384.6355
RBM12B	514.7369	683.7048	571.6722	541.9088	492.69678	606.5032	725.5214	694.48114
RBM14	17919.205	17302.45	18339.205	14582.295	16874.64	15864.192	18305.305	14826.743
RBM14-RBM4	35887.316	42705.082	38589.76	35178.062	35314.594	38906.758	43269.96	37316.863
RBM15	290.34653	294.8149	263.6558	324.21027	241.23065	316.63037	234.25148	298.23236
RBM15-AS1	19.55832	25.439716	20.29192	18.193142	22.063417	19.64718	20.477741	17.343493
RBM15B	86.634865	110.257996	98.174385	76.26621	84.604935	93.619835	124.8742	129.6845
RBM17	2034.7003	2097.2021	2142.649	1755.9233	1979.3413	1786.0149	2454.881	1680.168
RBM18	9980.965	10692.818	10821.761	9450.699	10059.362	10459.171	12360.125	9451.043
RBM19	1904.3783	2392.7815	2280.5432	2100.2336	2053.751	2263.8486	2568.8657	2431.1274
RBM20	233.12775	278.99103	244.99149	271.49603	263.0126	307.79303	282.43613	297.97836
RBM22	2520.559	2430.0623	2665.5254	2009.0671	2321.328	2143.1362	3065.8113	2352.5386
RBM23	1553.6678	2234.5664	1781.4247	1994.4745	1650.6711	1999.5066	2053.6218	2241.121
RBM24	2788.8997	3584.3506	2652.301	3029.088	2607.1968	3380.289	2897.263	2940.541
RBM25	2517.4587	3224.1074	2620.607	3035.5142	2382.9492	2867.587	2988.4927	3061.7244
RBM26	1011.0181	1197.7598	999.3892	1052.8337	925.58844	1173.5067	1119.1614	1055.534
RBM27	5219.8564	5400.221	5469.233	4669.3403	5120.199	5208.038	6176.5664	4799.3726
RBM28	5142.9473	5311.1875	5846.448	4685.4585	5482.532	4676.355	7013.3613	5606.722
RBM3	14428.81	15893.131	17449.309	12779.708	15679.886	14042.995	17215.195	14318.508
RBM33	529.4107	693.27936	577.8331	535.4063	513.62714	622.5827	921.9539	752.00024
RBM34	5046.513	6544.747	5787.398	5542.515	4811.154	5947.245	6975.024	5877.0205
RBM38	1207.8878	973.05225	1173.2539	843.06696	1133.645	914.03845	1263.0886	850.38745
RBM39	20226.752	23062.486	17619.252	22785.602	9805.779	22403.227	28576.049	23667.139
RBM4	2559.7832	3185.4668	2713.2666	2798.6897	2597.0276	3040.0383	2867.0352	2993.665
RBM41	1266.7501	2738.56	1520.9811	2417.0935	1284.9338	2358.2341	1446.36	2159.9785
RBM42	19544.688	18240.5	18783.742	17385.639	18197.818	16904.227	21739.936	17922.818
RBM43	6586.9297	9264.338	7812.3994	7680.4785	6170.331	7193.105	6699.368	8324.724
RBM44	55.89907	35.883266	54.14453	37.58499	62.65814	53.36444	98.629295	55.920155
RBM45	3377.669	3994.5747	3302.1062	3341.6272	3097.5635	3804.8762	3794.972	3364.5837
RBM47	19.821226	27.81337	22.144138	19.65984	23.93141	21.26415	22.335306	19.042212
RBM48	269.7283	351.03452	291.7244	317.67255	222.13132	421.63828	346.67108	375.5577
RBM4B	2277.6462	2517.3306	2320.685	2161.9827	2223.2153	2270.072	2772.278	2560.3333
RBM5	15553.776	20611.494	15840.667	17092.47	14752.081	18567.775	15116.853	18531.75
RBM6	474.83078	596.75934	623.1113	477.12924	524.4326	466.1356	632.46967	473.10196
RBM7	1009.93933	1124.2035	924.1792	951.8418	886.3606	1076.6483	1099.0194	1098.8451
RBM8A	90741.62	90763.69	97427.83	74692.95	89994.31	84719.875	118284.23	86004.82
RBMS1	19215.1	18979.387	19503.209	15589.989	17630.227	18201.174	22963.984	14965
RBMS2	530.22394	618.3671	596.02094	593.0133	528.36255	556.8932	622.43164	1077.7842
RBMX	5181.5825	5465.4346	4936.0137	4626.81	4827.3945	4869.5566	5346.243	4649.4526
RBMX2	1351.0605	1206.7258	1304.3595	1102.7534	1236.529	1145.9078	1446.0187	1143.0066
RBMXL1	1051.0446	1270.838	1063.9811	1108.5192	954.6654	1199.1279	1184.5466	1128.575
RBMY1B	19.56677	29.752007	23.229137	20.53407	24.181973	21.819649	23.295761	19.895117
RBMY2FP	19.744398	26.273241	21.07356	18.467794	22.259281	19.798395	20.488113	17.454659
RBP1	182.25038	295.14172	206.27199	267.69537	187.80647	283.3532	207.30225	247.16356
RBP3	19.77884	27.415192	21.785349	19.395536	23.465252	20.849686	21.90527	18.72101
RBP4	254.2666	243.03957	108.09418	261.35037	92.56977	234.3527	125.09702	210.15085
RBP7	7828.451	9577.822	7589.2666	7915.424	7255.012	8859.892	8519.037	8183.773
RBPJ	9443.337	9906.871	9903.257	7868.0664	8921.565	9091.862	11403.003	8325.621
RBPMS	734.06256	796.50726	772.2699	622.5514	718.9925	729.7445	779.2579	771.86774
RBPMS2	2759.4158	2178.2012	2691.329	1743.4194	2614.3555	1994.1976	3276.3433	1825.4662
RBSN	1685.1567	2628.1428	1779.8921	2097.435	1577.1896	2434.899	1914.4076	2368.2852
RBX1	34803.91	44879.227	37750.555	35281.973	37098.676	41049.72	46138.543	36715.16
RC3H1	1531.4603	2539.617	1807.4468	2100.954	1718.9792	2354.751	2291.6294	2410.435
RC3H2	2612.664	3841.3362	2525.0117	3320.4182	2393.859	3678.25	2978.3696	3234.3364
RCAN1	1637.89	2194.582	1657.2432	1964.762	1533.75	2128.1282	2052.7424	2221.8945
RCAN2	42.653515	68.329544	45.902645	59.89229	64.81812	71.091	46.47592	41.53269
RCAN3	1320.6497	2226.2522	1401.0664	1681.7881	1326.7029	2062.3367	1756.137	1966.2913
RCBTB1	698.187	1738.6755	806.41376	1433.041	716.44666	1583.0127	842.0522	1398.1105
RCBTB2	484.8874	548.3504	510.67566	452.7452	484.0973	553.0815	662.2609	546.62585
RCC1	1456.5706	1261.5441	1498.6741	1419.7998	1536.8495	1308.1156	1962.2219	1185.2218
RCC1L	778.5756	925.5817	835.85864	796.403	755.62036	899.895	912.76324	829.7743
RCC2	22743.633	11890.002	24154.291	10062.968	22467.115	10819.543	26826.877	10685.985
RCCD1	6233.1235	7673.3486	7346.2754	6314.599	6629.6123	6954.826	7707.445	6377.013
RCE1	914.09827	1241.4891	1041.7942	1152.7235	991.223	1139.3118	1235.5052	1246.2417
RCHY1	250.60405	529.1567	226.95178	429.08768	218.55188	503.02502	270.0812	465.1414
RCL1	4677.4526	4949.763	4489.3145	3972.584	4263.7188	4720.7197	6404.752	5513.7666
RCN1	20530.178	26543.336	23135.242	22414.129	21095.781	23777.55	25379.975	23912.24
RCN2	16838.727	27147	16603.154	22700.705	14959.214	25672.104	18130.613	21281.76
RCN3	229.66939	136.96834	133.7595	82.33268	118.05252	331.19196	135.1263	55.846954
RCOR1	5128.3257	6217.9546	5546.2495	5150.129	5169.94	5925.6855	6311.603	4872.264
RCOR2	2656.9792	4681.474	2861.5955	3948.6182	2477.9001	4426.9014	2581.4607	3081.124
RCOR3	955.17737	1702.5972	1081.3645	1275.2838	1009.3407	1478.3877	1170.887	1374.7108
RD3	19.67792	29.78493	23.378618	20.439753	24.79388	22.091002	23.494532	19.902477
RDH10	590.01776	561.3899	595.7511	494.31226	600.90985	614.351	727.7054	500.91397
RDH11	7649.667	10293.805	7737.8955	7523.751	7158.1367	8979.198	8786.2	7908.6455
RDH12	20.08132	26.130089	20.87577	18.444231	22.443687	19.848242	20.762363	17.279324
RDH13	948.33545	1375.0353	930.7921	965.7873	881.29114	945.268	1773.8196	1066.6375
RDH14	3471.8433	5418.891	3433.8542	3768.8123	3274.2864	4236.0107	3737.315	3705.5122
RDH5	92.45645	84.31038	106.043495	98.40572	100.20979	76.48628	128.21425	89.54958
RDM1	569.8981	1088.6018	655.3254	976.0788	604.607	929.2386	629.81	862.0216
RDX	5350.875	7424.465	5032.322	5839.2065	4576.011	6724.396	5598.7	6097.029
REC114	19.838089	28.015802	22.237764	19.65142	23.43109	20.936302	21.855434	18.517855
REC8	556.5009	611.156	638.63324	513.8934	617.92865	481.94525	544.10236	504.93665
RECK	435.75143	431.00824	511.13193	392.67715	463.27814	392.7818	414.57654	239.69382
RECQL	6549.59	8343.13	6779.9253	7543.9204	6209.3086	7865.3833	8176.9487	7474.6147
RECQL4	22142.043	21429.422	20752.736	19034.395	18680.201	19186.479	22985.17	20482.408
RECQL5	1077.6459	1352.0593	1045.9911	1233.8003	952.2697	1225.7322	1036.1598	1442.0048
REEP1	67.74705	76.365944	59.409725	78.53178	55.596004	63.570328	61.414886	55.689175
REEP2	2178.9155	3573.9192	2413.597	2967.294	2136.666	3101.1243	2286.5798	2629.9434
REEP3	436.41504	863.8293	480.36322	724.4503	484.1229	792.9627	566.8154	737.0275
REEP4	1458.2623	496.815	1498.5353	433.24976	1383.7258	406.96	1441.3959	328.21225
REEP5	12531.071	20097.791	13923.699	17110.06	12661.623	18805.05	14639.569	16105.028
REEP6	2368.708	5156.3013	2682.365	4316.666	2550.5913	4479.695	2849.5486	4067.2734
REG3G	19.98206	29.624416	23.121433	20.519348	24.308939	21.76016	23.255642	19.923662
REL	529.9366	740.3186	655.61096	625.9761	592.72687	699.99347	991.0946	1025.3187
RELA	4068.373	5538.589	4795.6206	4476.066	4617.5186	5029.7344	5761.583	5737.6006
RELB	34685.65	35961.15	37168.85	30526.906	32931.95	33233.035	46307.33	36231.203
RELCH	448.17685	586.8085	548.2025	523.2546	475.1005	546.03973	503.54	449.6169
RELL1	5433.418	7222.154	5531.0337	5786.878	5280.9995	7065.2495	6471.898	5696.6074
RELL2	3410.272	7616.592	3961.8582	6129.2925	3591.4587	6466.809	4495.7886	7361.5884
RELN	19.42789	25.56029	20.455667	18.301882	22.225243	19.751257	20.619026	17.607227
RELT	6249.821	7449.217	6606.5527	6045.63	6113.0225	6550.733	9264.65	7817.9014
REM1	20.23946	27.662924	22.116709	19.4439	23.400326	20.845406	21.627527	18.444359
REM2	85.6197	118.58139	87.465904	110.267586	68.937485	88.60674	79.92124	104.807106
REN	25.60706	26.081184	20.600267	19.1203	26.195082	28.846752	23.3527	30.963722
REP15	311.6642	341.32196	345.80206	305.1321	328.8468	335.34726	387.19287	298.5596
REPIN1	3170.331	3374.781	3052.2932	3097.1887	2923.8425	3160.95	3022.5952	3065.481
REPS1	9835.46	10756.375	10189.176	8557.32	9341.095	9950.432	11621.563	8827.3125
REPS2	273.97064	239.73936	262.82507	247.74564	236.65343	245.43092	259.30875	253.66902
RER1	26037.916	28197.738	27362.258	24767.03	26350.262	26763.094	29918.25	24994.674
RERE	675.22174	1157.5638	863.1854	1066.5225	762.5524	1075.226	786.8743	1039.988
REREP3	1193.8154	1058.0203	1146.6754	922.6483	1275.0731	1089.8849	1184.6515	915.1249
RERG	52.21377	71.16802	398.8601	51.396885	67.63258	81.80055	62.31773	57.094994
RESF1	4590.93	7789.555	4339.5654	6929.4624	3876.5845	7294.0786	5165.253	8847.619
REST	469.24606	504.8115	484.35272	521.0228	416.59406	497.74033	553.61035	458.6678
RET	218.2912	578.89557	185.32309	474.38937	181.05338	486.55283	219.36575	436.8812
RETN	19.709768	27.427916	21.726118	19.239035	23.04856	20.508356	21.511274	18.6297
RETNLB	153.9199	127.49733	162.22	141.40097	108.63731	136.03503	128.3562	104.91371
RETREG1	463.9162	631.3477	475.04898	559.1906	414.11447	637.77136	501.48416	505.18802
RETREG2	2285.3967	4316.549	2237.802	3765.7666	2122.9001	4153.0176	2410.7825	4037.8245
RETREG3	1077.4813	2187.7078	1173.2415	1802.9504	1043.238	2085.5742	1248.5142	2055.3955
RETSAT	611.6871	1049.9606	638.9567	806.979	552.0978	935.2352	644.9221	887.10443
REV1	528.75073	610.63184	542.4131	626.1888	473.26743	549.3931	553.5628	577.2028
REV3L	2750.847	4536.496	3465.439	3833.072	2999.3657	4596.5513	4463.5674	4895.464
REX1BD	8138.656	13184.906	8722.123	11344.576	8356.305	12083.997	9069.916	11425.103
REXO1	63775.44	72705.29	66633.24	68234.07	70699.35	68056.68	77998.24	66729.33
REXO1L1P	7811.124	13128.567	9448.082	12165.283	7376.2554	10015.922	9482.965	12968.744
REXO2	42587.668	58973.426	45825.07	50847.633	43175.93	56373.3	52509.2	50390.492
REXO4	15325.773	19699.145	16050.263	17093.871	14437.006	18199.838	19341.465	18024.582
REXO5	376.51074	866.05975	551.2922	785.0896	480.1645	861.7123	533.05365	790.38586
RFC1	2590.906	4212.9556	3091.7966	3506.5068	2781.193	3822.6091	3264.8586	3896.9563
RFC2	3035.763	3681.1494	3223.5276	2988.7969	2982.5168	3194.927	3806.806	3321.628
RFC3	1190.4496	1883.4149	1128.0409	1561.044	1109.7803	1689.3425	1364.3802	1697.6636
RFC4	18515.232	24779.262	19003.943	20034.293	17153.184	22703.646	21792.9	21925.824
RFC5	13517.475	13192.535	14197.979	10516.054	12911.032	11423.735	16057.882	11563.944
RFESD	608.36554	863.839	649.2453	743.4774	590.41534	802.8729	740.4111	750.29065
RFFL	6009.297	6346.7134	5615.086	5146.0317	5542.6284	5873.8203	7724.501	6618.941
RFK	1032.0658	1170.7399	996.4445	988.1521	968.1549	1135.1853	1181.4484	978.80096
RFLNB	26831.469	31103.234	29814.344	24348.264	25018.924	28726.941	31264.537	23814.422
RFNG	518.22784	802.51263	547.07776	704.26483	497.9312	711.4939	601.53973	751.82776
RFPL1	50.612232	25.991669	20.87693	18.200558	22.053299	19.618822	20.322897	17.32399
RFPL4A	34.98154	63.783485	44.33142	51.252743	52.641396	65.748085	73.58069	62.607212
RFPL4B	19.91367	29.279385	22.724737	20.16725	23.936977	21.26758	22.572104	19.256332
RFT1	2424.6643	1587.1892	2414.283	1359.666	2288.6228	1506.0121	2650.6113	1456.0045
RFTN1	3242.5632	4577.055	3568.6855	3794.8013	3111.541	4000.039	4102.4463	3673.5676
RFWD3	4056.3186	3685.3323	3972.7363	3234.2915	3603.675	3330.1472	5051.87	3509.062
RFX1	4173.6553	5179.4526	3994.3555	4465.825	4004.3303	4515.762	4710.6104	4447.8833
RFX2	431.98575	732.7763	457.6789	627.6322	417.08453	645.2483	469.40863	621.9361
RFX3	88.09912	85.651596	96.83911	250.40915	83.34096	70.28773	126.54537	132.59836
RFX5	5244.333	8174.2954	5757.045	6917.0327	5612.418	7753.8096	6817.2485	7186.608
RFX7	2294.6792	3252.8596	2402.2065	2602.3997	2207.9238	2922.125	2228.0337	2285.8015
RFX8	49.200993	29.17246	203.56448	44.552017	59.065567	85.6694	75.987854	59.060413
RFXANK	16425.555	21113.834	17779.623	18249.316	17523.959	19526.016	19954.912	17860.219
RFXAP	100.54172	572.7112	174.5348	223.03561	151.92056	182.6605	160.63681	278.80096
RGCC	1067.7521	4026.6562	986.0126	3119.173	1116.1707	3661.378	1202.7686	4176.156
RGL1	82.1106	148.4084	80.10784	152.2562	63.916794	152.97066	70.66175	106.23191
RGL2	3256.5386	5176.372	3358.7815	4570.9355	3095.59	4933.0225	3690.6152	4832.433
RGL3	275.2564	447.2103	351.25433	421.3407	292.65073	360.08347	292.96158	455.2207
RGMB	194.30652	173.54335	174.5209	288.4557	180.30643	176.3794	341.13632	285.122
RGMB-AS1	371.92477	469.94046	377.90234	371.29172	344.4148	398.4469	490.2961	432.95145
RGP1	3402.463	5389.722	3956.302	4285.4795	3275.2388	4911.015	4728.912	4724.4907
RGPD1	19.72348	27.069592	21.487803	19.19911	23.38099	27.645905	21.778042	29.077738
RGPD5	3702.9683	8221.6045	4160.098	6983.6514	3624.515	7858.7207	4210.9814	6844.2915
RGPD6	288.42117	473.23175	332.70184	469.57404	287.47498	440.3975	378.38928	706.11456
RGS10	28750.422	24883.56	27962.578	21476.9	27702.867	23523.41	31954.146	21131.623
RGS11	415.77063	1156.8142	472.8565	1000.8146	431.0447	947.78894	466.79855	1161.6027
RGS12	364.81052	499.77853	446.17297	444.2368	380.5362	475.23743	452.04153	442.94278
RGS13	21.374002	28.24482	22.35744	20.1321	24.57592	21.256968	22.247019	19.014069
